country,election_yr,regime,elec_id,date,initial_year,end_year,bloc,actor.type,presidential,upper,n.votes,family,elecrule,sa.formula,tier1_formula,tier2_formula,seats,dm,tier1_avemag,tier1_districts,upper_tier_seats,thresh,legal_threshold,legal_threshold_based_on,Carey_Hix_mean_dm,eff_thresh,maxeffleg
ElSalvador,2015,2,L-SAL-2015-3-27,27-Mar-15,1985,2015,1,house,0,0,1,PR,9,hare,13,0,84,6,6,14,0,0,0,Share of votes,6,0.107142857,10.71
Guatemala,1970,2,L-GUA-1970-3-1,1-Mar-70,1970,1999,1,house,0,0,1,PR,9,dhondt,25,0,55,2.5,2.5,22,0,0,0,Share of votes,2.5,0.214285714,21.43
Guatemala,1974,2,L-GUA-1974-3-3,3-Mar-74,1970,1999,1,house,0,0,1,PR,9,dhondt,25,0,60,2.73,2.73,22,0,0,0,Share of votes,2.727272727,0.201219512,20.12
Guatemala,1978,2,L-GUA-1978-3-5,5-Mar-78,1970,1999,1,house,0,0,1,PR,9,dhondt,25,0,61,2.77,2.77,22,0,0,0,Share of votes,2.772727273,0.198795181,19.88
Guatemala,1982,4,L-GUA-1982-3-7,7-Mar-82,1970,1999,1,house,0,0,1,PR,9,dhondt,25,0,66,3,3,22,0,0,0,Share of votes,3,0.1875,18.75
Guatemala,1985,2,L-GUA-1985-11-3,3-Nov-85,1970,1999,1,house,0,0,1,PR,9,dhondt,25,0,100,3.26,3.26,23,25,0,0,Share of votes,4.166666667,0.14516129,14.52
Guatemala,1990,2,L-GUA-1990-11-11,11-Nov-90,1970,1999,1,house,0,0,1,PR,9,dhondt,25,0,116,3.87,3.87,23,27,0,0,Share of votes,4.833333333,0.128571429,12.86
Guatemala,1994,2,L-GUA-1994-8-14,14-Aug-94,1970,1999,1,house,0,0,1,PR,9,dhondt,25,0,80,2.78,2.78,23,16,0,0,Share of votes,3.333333333,0.173076923,17.31
Guatemala,1995,2,L-GUA-1995-11-12,12-Nov-95,1970,1999,1,house,0,0,1,PR,9,dhondt,25,0,80,2.78,2.78,23,16,0,0,Share of votes,3.333333333,0.173076923,17.31
Guatemala,1999,2,L-GUA-1999-11-7,7-Nov-99,1970,2003,1,house,0,0,1,PR,9,dhondt,25,0,113,3.96,3.96,23,22,0,0,Share of votes,4.708333015,0.131386869,13.14
Guatemala,2003,2,L-GUA-2003-11-9,9-Nov-03,2003,2011,2,house,0,0,1,PR,9,dhondt,25,0,158,5.77,5.77,22,31,0,0,Share of votes,6.583333015,0.098901103,9.89
Guatemala,2007,2,L-GUA-2007-9-9,9-Sep-07,2003,2011,2,house,0,0,1,PR,9,dhondt,25,0,158,5.77,5.77,22,31,0,0,Share of votes,6.583333333,0.098901099,9.89
Guatemala,2011,2,L-GUA-2011-9-11,11-Sep-11,2003,2013,2,house,0,0,1,PR,9,dhondt,25,0,158,5.77,5.77,22,31,0,0,Share of votes,6.583333333,0.098901099,9.89
Honduras,1971,2,L-HON-1971-3-28,28-Mar-71,1971,1971,1,house,0,0,1,PR,9,hare,13,0,64,0,,,0,0,0,Share of votes,,,
Honduras,1985,2,L-HON-1985-11-24,24-Nov-85,1985,2013,2,house,0,0,1,PR,9,hare,13,0,134,7.44,7.44,18,0,0,0,Share of votes,7.444444444,0.088815789,8.88
Honduras,1989,2,L-HON-1989-11-26,26-Nov-89,1985,2013,2,house,0,0,1,PR,9,hare,13,0,128,7.11,7.11,18,0,0,0,Share of votes,7.110000134,0.09247842,9.25
Honduras,1993,2,L-HON-1993-11-28,28-Nov-93,1985,2013,2,house,0,0,1,PR,9,hare,13,0,128,7.11,7.11,18,0,0,0,Share of votes,7.110000134,0.09247842,9.25
Honduras,1997,2,L-HON-1997-11-30,30-Nov-97,1985,2013,2,house,0,0,1,PR,9,hare,13,0,133,7.39,7.39,18,0,0,0,Share of votes,7.110000134,0.09247842,9.25
Honduras,2001,2,L-HON-2001-11-25,25-Nov-01,1985,2013,2,house,0,0,1,PR,9,hare,13,0,128,7.11,7.11,18,0,0,0,Share of votes,7.111111164,0.092465753,9.25
Honduras,2005,2,L-HON-2005-11-27,27-Nov-05,1985,2013,2,house,0,0,1,PR,9,hare,13,0,128,7.11,7.11,18,0,0,0,Share of votes,7.111111164,0.092465753,9.25
Honduras,2009,2,L-HON-2009-11-29,29-Nov-09,1985,2013,2,house,0,0,1,PR,9,hare,13,0,128,7.11,7.11,18,0,0,0,Share of votes,7.111111164,0.092465753,9.25
Honduras,2013,2,L-HON-2013-11-24,24-Nov-13,1985,2013,2,house,0,0,1,PR,9,hare,13,0,128,7.11,7.11,18,0,0,0,Share of votes,7.111111164,0.092465753,9.25
Mexico,1997,2,L-MEX-1997-7-6,6-Jul-97,1994,2015,1,house,0,0,1,Mixed,12,plurality,1,13,500,1,1,300,200,0.02,0.02,Share of votes,1.639344262,0.284161491,28.42
Mexico,2000,2,L-MEX-2000-7-2,2-Jul-00,1994,2015,1,house,0,0,1,Mixed,12,plurality,1,13,500,1,1,300,200,0.02,0.02,Share of votes,1.64,0.007425743,2
Mexico,2003,2,L-MEX-2003-7-6,6-Jul-03,1994,2015,1,house,0,0,1,Mixed,12,plurality,1,13,500,1,1,300,200,0.02,0.02,Share of votes,1.64,0.007425743,2
Mexico,2006,2,L-MEX-2006-7-2,2-Jul-06,1994,2015,1,house,0,0,1,Mixed,12,plurality,1,13,500,1,1,300,200,0.02,0.02,Share of votes,1.64,0.007425743,2
Mexico,2009,2,L-MEX-2009-7-5,5-Jul-09,1994,2015,1,house,0,0,1,Mixed,12,plurality,1,13,500,1,1,300,200,0.02,0.02,Share of votes,1.64,0.007425743,2
Mexico,2012,2,L-MEX-2012-7-1,1-Jul-12,1994,2015,1,house,0,0,1,Mixed,12,plurality,1,13,500,1,1,300,200,0.02,0.02,Share of votes,1.64,0.007425743,2
Mexico,2015,2,L-MEX-2015-6-7,7-Jun-15,1994,2015,1,house,0,0,1,Mixed,12,plurality,1,13,500,1,1,300,200,0.03,0.03,Share of votes,1.64,0.007425743,3
Nicaragua,1990,2,L-NIC-1990-2-25,25-Feb-90,1990,1990,1,house,0,0,1,PR,9,hare,13,0,92,10,10,9,0,0,0,Share of votes,10,0.068181818,6.82
Nicaragua,1996,2,L-NIC-1996-10-20,20-Oct-96,1996,2011,2,house,0,0,1,PR,9,hare,13,13,93,4.375,4.375,16,20,0,0,Share of votes,5,0.125,12.5
Nicaragua,2001,2,L-NIC-2001-11-4,4-Nov-01,1996,2011,2,house,0,0,1,PR,9,hare,13,14,92,4.12,4.12,17,20,0,0,Share of votes,5,0.125,12.5
Nicaragua,2006,2,L-NIC-2006-11-5,5-Nov-06,1996,2011,2,house,0,0,1,PR,9,hare,13,14,91,4.12,4.12,17,20,0,0,Share of votes,5,0.125,12.5
Nicaragua,2011,2,L-NIC-2011-11-6,6-Nov-11,1996,2011,2,house,0,0,1,PR,9,hare,13,14,92,4.12,4.12,17,20,0,0,Share of votes,5,0.125,12.5
Panama,1989,2,L-PAN-1989-5-7,7-May-89,1989,2014,1,house,0,0,1,PR,9,hare,13,0,67,1.68,1.68,40,0,0.297619048,0.5,Quotas,1.679999948,0.279850752,29.76
Panama,1994,2,L-PAN-1994-5-8,8-May-94,1989,2014,1,house,0,0,1,PR,9,hare,13,0,72,1.8,1.8,40,0,0.277777778,0.5,Quotas,1.774999976,0.270270273,28.17
Panama,1999,2,L-PAN-1999-5-2,2-May-99,1989,2014,1,house,0,0,1,PR,9,hare,13,0,71,1.775,1.775,40,0,0.281690141,0.5,Quotas,1.774999976,0.270270273,28.17
Panama,2004,2,L-PAN-2004-5-2,2-May-04,1989,2014,1,house,0,0,1,PR,9,hare,13,0,73,1.825,1.825,40,0,0.273972603,0.5,Quotas,1.774999976,0.270270273,28.17
Panama,2009,2,L-PAN-2009-5-3,3-May-09,1989,2014,1,house,0,0,1,PR,9,hare,13,0,71,1.775,1.775,40,0,0.281690141,0.5,Quotas,1.774999976,0.270270273,28.17
Panama,2014,2,L-PAN-2014-5-4,4-May-14,1989,2014,1,house,0,0,1,PR,9,hare,13,0,71,1.82,1.82,39,0,0.274725275,0.5,Quotas,1.774999976,0.270270273,28.17
Paraguay,1989,2,L-PAR-1989-5-1,1-May-89,1989,1989,1,senate,0,1,1,Mixed,12,,,0,72,72,72,1,0,0,0,Share of votes,72,0.010273973,1.03
Paraguay,1993,2,L-PAR-1993-5-9,9-May-93,1993,2013,2,house,0,0,1,PR,9,dhondt,25,0,80,4.44,4.44,18,0,0,0,Share of votes,4.444445133,0.137755085,13.78
Paraguay,1998,2,L-PAR-1998-5-10,10-May-98,1993,2013,2,house,0,0,1,PR,9,dhondt,25,0,80,4.44,4.44,18,0,0,0,Share of votes,4.444445133,0.137755085,13.78
Paraguay,2003,2,L-PAR-2003-4-27,27-Apr-03,1993,2013,2,house,0,0,1,PR,9,dhondt,25,0,80,4.44,4.44,18,0,0,0,Share of votes,4.444445133,0.137755085,13.78
Paraguay,2008,2,L-PAR-2008-4-20,20-Apr-08,1993,2013,2,house,0,0,1,PR,9,dhondt,25,0,80,4.44,4.44,18,0,0,0,Share of votes,4.444445133,0.137755085,13.78
Paraguay,2013,2,L-PAR-2013-4-21,21-Apr-13,1993,2013,2,house,0,0,1,PR,9,dhondt,25,0,80,4.44,4.44,18,0,0,0,Share of votes,4.444445133,0.137755085,13.78
Peru,1980,2,L-PER-1980-5-18,18-May-80,1980,1990,1,house,0,0,1,PR,9,hare,13,0,180,7.2,7.2,25,0,0,0,Share of votes,7.5,0.088235294,8.82
Peru,1985,2,L-PER-1985-4-14,14-Apr-85,1980,1990,1,house,0,0,1,PR,9,hare,13,0,180,7.2,7.2,25,0,0,0,Share of votes,6.920000076,0.094696969,9.47
Peru,1990,3,L-PER-1990-4-8,8-Apr-90,1980,2001,1,house,0,0,1,PR,9,hare,13,0,180,7.2,7.2,25,0,0,0,Share of votes,6.920000076,0.094696969,9.47
Peru,2001,2,L-PER-2001-4-8,8-Apr-01,2001,2011,2,house,0,0,1,PR,9,dhondt,25,0,120,4.8,4.8,25,0,0,0,Share of votes,4.800000191,0.129310341,12.93
Peru,2006,2,L-PER-2006-4-9,9-Apr-06,2001,2011,2,house,0,0,1,PR,9,dhondt,25,0,120,4.8,4.8,25,0,0.04,0.04,Share of votes,4.800000191,0.129310341,12.93
Peru,2011,2,L-PER-2011-4-10,10-Apr-11,2001,2011,2,house,0,0,1,PR,9,dhondt,25,0,130,5.2,5.2,25,0,0.05,0.05,Share of votes,5.2,0.120967742,12.1
Uruguay,1971,2,L-URU-1971-11-28,28-Nov-71,1971,2014,1,house,0,0,1,PR,9,dhondt,25,0,99,5.21,5.21,19,0,0,0,Share of votes,5.210526316,0.120762712,12.08
Uruguay,1984,2,L-URU-1984-11-25,25-Nov-84,1971,2014,1,house,0,0,1,PR,9,dhondt,25,0,99,5.21,5.21,19,0,0,0,Share of votes,5.210526316,0.120762712,12.08
Uruguay,1989,2,L-URU-1989-11-26,26-Nov-89,1971,2014,1,house,0,0,1,PR,9,dhondt,25,0,99,5.21,5.21,19,0,0,0,Share of votes,5.210526316,0.0075,0.75
Uruguay,1994,2,L-URU-1994-11-27,27-Nov-94,1971,2014,1,house,0,0,1,PR,9,dhondt,25,0,99,5.21,5.21,19,0,0,0,Share of votes,5.210526316,0.0075,0.75
Uruguay,1999,2,L-URU-1999-10-31,31-Oct-99,1971,2014,1,house,0,0,1,PR,9,dhondt,25,0,99,5.21,5.21,19,0,0,0,Share of votes,5.210526316,0.0075,0.75
Uruguay,2004,2,L-URU-2004-10-31,31-Oct-04,1971,2014,1,house,0,0,1,PR,9,dhondt,25,0,99,5.21,5.21,19,0,0,0,Share of votes,5.210526316,0.0075,0.75
Uruguay,2009,2,L-URU-2009-10-25,25-Oct-09,1971,2014,1,house,0,0,1,PR,9,dhondt,25,0,99,5.21,5.21,19,0,0,0,Share of votes,5.210526316,0.0075,0.75
Uruguay,2014,2,L-URU-2014-10-25,25-Oct-14,1971,2014,1,house,0,0,1,PR,9,dhondt,25,0,99,5.21,5.21,19,0,0,0,Share of votes,5.210526316,0.0075,0.75
Venezuela,1973,2,L-VEN-1973-12-9,9-Dec-73,1973,1988,1,house,0,0,1,PR,9,dhondt,25,12,200,7.96,7.96,23,17,0,0,Share of votes,7.960000038,0.083705357,8.37
Venezuela,1978,2,L-VEN-1978-12-3,3-Dec-78,1973,1988,1,house,0,0,1,PR,9,dhondt,25,12,199,7.96,7.96,23,16,0,0,Share of votes,7.960000038,0.083705357,8.37
Venezuela,1983,2,L-VEN-1983-12-4,4-Dec-83,1973,1988,1,house,0,0,1,PR,9,dhondt,25,12,200,7.91,7.91,23,18,0,0,Share of votes,7.909999847,0.084175086,8.42
Venezuela,1988,2,L-VEN-1988-12-4,4-Dec-88,1973,1988,1,house,0,0,1,PR,9,dhondt,25,12,201,7.91,7.91,23,19,0,0,Share of votes,7.909999847,0.084175086,8.42
Venezuela,1993,2,L-VEN-1993-12-5,5-Dec-93,1993,1998,2,house,0,0,1,Mixed,11,dhondt,1,25,203,101,1,102,101,0,0,Share of votes,8.829999924,0.07629705,7.63
Venezuela,1998,2,L-VEN-1998-11-8,8-Nov-98,1993,1998,2,house,0,0,1,Mixed,11,dhondt,1,25,207,119,1.22,72,119,0,0,Share of votes,8.630000114,0.077881619,7.79
Venezuela,2000,2,L-VEN-2000-7-30,30-Jul-00,2000,2000,3,house,0,0,1,Mixed,11,dhondt,1,25,165,65,1.26,,65,0,0,Share of votes,6.880000114,0.095177664,9.52
Venezuela,2005,2,L-VEN-2005-12-4,4-Dec-05,2005,2010,4,house,0,0,1,Mixed,12,plurality,1,25,167,1.26,1.26,87,52,0,0,Share of votes,1.504504505,0.299460432,29.95
Venezuela,2010,2,L-VEN-2010-9-26,26-Sep-10,2005,2010,4,house,0,0,1,Mixed,12,plurality,1,25,165,1.26,1.26,87,52,0,0,Share of votes,1.486486486,0.301630435,30.16
Argentina,1973,2,P-ARG-1973-3-11,11-Mar-73,1973,1973,1,president,1,0,1,Majoritarian,2,majority,4,,1,1,1,1,,0.5,0.5,Share of votes to win 1rst round,1,0.375,50
Argentina,1973,2,P-ARG-1973-9-23,23-Sep-73,1973,1973,1,president,1,0,1,Majoritarian,2,majority,4,,1,1,1,1,,0.5,0.5,Share of votes to win 1rst round,1,0.375,50
Argentina,1983,2,P-ARG-1983-10-30,30-Oct-83,1983,1989,2,president,1,0,1,Majoritarian,13,plurality,29,,1,1,1,1,,0,0,Share of votes to win 1rst round,1,0.375,37.5
Argentina,1989,2,P-ARG-1989-5-14,14-May-89,1983,1989,2,president,1,0,1,Majoritarian,13,plurality,29,,1,1,1,1,,0,0,Share of votes to win 1rst round,1,0.375,37.5
Argentina,1995,2,P-ARG-1995-5-14,14-May-95,1995,2011,3,president,1,0,1,Majoritarian,2,majority,3,,1,1,1,1,,0.45,0.45,Share of votes to win 1rst round,1,0.375,45
Argentina,1999,2,P-ARG-1999-10-24,24-Oct-99,1995,2011,3,president,1,0,1,Majoritarian,2,majority,3,,1,1,1,1,,0.45,0.45,Share of votes to win 1rst round,1,0.375,45
Argentina,2003,2,P-ARG-2003-4-27,27-Apr-03,1995,2011,3,president,1,0,1,Majoritarian,2,majority,3,,1,1,1,1,,0.45,0.45,Share of votes to win 1rst round,1,0.375,45
Argentina,2007,2,P-ARG-2007-10-28,28-Oct-07,1995,2011,3,president,1,0,1,Majoritarian,2,majority,3,,1,1,1,1,,0.45,0.45,Share of votes to win 1rst round,1,0.375,45
Argentina,2011,2,P-ARG-2011-10-23,23-Oct-11,1995,2011,3,president,1,0,1,Majoritarian,2,majority,3,,1,1,1,1,,0.45,0.45,Share of votes to win 1rst round,1,0.375,45
Bolivia,1979,2,P-BOL-1979-7-1,1-Jul-79,1979,2014,1,president,1,0,1,Majoritarian,2,majority,30,,1,1,1,1,,0.5,0.5,Share of votes to win 1rst round,1,0.375,50
Bolivia,1980,4,P-BOL-1980-6-29,29-Jun-80,1979,2014,1,president,1,0,1,Majoritarian,2,majority,30,,1,1,1,1,,0.5,0.5,Share of votes to win 1rst round,1,0.375,50
Bolivia,1985,2,P-BOL-1985-7-14,14-Jul-85,1979,2014,1,president,1,0,1,Majoritarian,2,majority,30,,1,1,1,1,,0.5,0.5,Share of votes to win 1rst round,1,0.375,50
Bolivia,1989,2,P-BOL-1989-5-7,7-May-89,1979,2014,1,president,1,0,1,Majoritarian,2,majority,30,,1,1,1,1,,0.5,0.5,Share of votes to win 1rst round,1,0.375,50
Bolivia,1993,2,P-BOL-1993-6-6,6-Jun-93,1979,2014,1,president,1,0,1,Majoritarian,2,majority,30,,1,1,1,1,,0.5,0.5,Share of votes to win 1rst round,1,0.375,50
Bolivia,1997,2,P-BOL-1997-6-1,1-Jun-97,1979,2014,1,president,1,0,1,Majoritarian,2,majority,30,,1,1,1,1,,0.5,0.5,Share of votes to win 1rst round,1,0.375,50
Bolivia,2002,2,P-BOL-2002-6-30,30-Jun-02,1979,2014,1,president,1,0,1,Majoritarian,2,majority,30,,1,1,1,1,,0.5,0.5,Share of votes to win 1rst round,1,0.375,50
Bolivia,2005,2,P-BOL-2005-12-18,18-Dec-05,1979,2014,1,president,1,0,1,Majoritarian,2,majority,30,,1,1,1,1,,0.5,0.5,Share of votes to win 1rst round,1,0.375,50
Bolivia,2009,2,P-BOL-2009-12-6,6-Dec-09,1979,2014,1,president,1,0,1,Majoritarian,2,majority,4,,1,1,1,1,,0.5,0.5,Share of votes to win 1rst round,1,0.375,50
Bolivia,2014,2,P-BOL-2014-10-12,12-Oct-14,1979,2014,1,president,1,0,1,Majoritarian,2,majority,4,,1,1,1,1,,0.5,0.5,Share of votes to win 1rst round,1,0.375,50
Brazil,1989,2,P-BRA-1989-11-15,15-Nov-89,1989,2014,1,president,1,0,1,Majoritarian,2,majority,4,,1,1,1,1,,0.5,0.5,Share of votes to win 1rst round,1,0.375,50
Brazil,1994,2,P-BRA-1994-10-3,3-Oct-94,1989,2014,1,president,1,0,1,Majoritarian,2,majority,4,,1,1,1,1,,0.5,0.5,Share of votes to win 1rst round,1,0.375,50
Brazil,1998,2,P-BRA-1998-10-4,4-Oct-98,1989,2014,1,president,1,0,1,Majoritarian,2,majority,4,,1,1,1,1,,0.5,0.5,Share of votes to win 1rst round,1,0.375,50
Brazil,2002,2,P-BRA-2002-10-6,6-Oct-02,1989,2014,1,president,1,0,1,Majoritarian,2,majority,4,,1,1,1,1,,0.5,0.5,Share of votes to win 1rst round,1,0.375,50
Brazil,2006,2,P-BRA-2006-10-1,1-Oct-06,1989,2014,1,president,1,0,1,Majoritarian,2,majority,4,,1,1,1,1,,0.5,0.5,Share of votes to win 1rst round,1,0.375,50
Brazil,2010,2,P-BRA-2010-10-3,3-Oct-10,1989,2014,1,president,1,0,1,Majoritarian,2,majority,4,,1,1,1,1,,0.5,0.5,Share of votes to win 1rst round,1,0.375,50
Brazil,2014,2,P-BRA-2014-10-5,5-Oct-14,1989,2014,1,president,1,0,1,Majoritarian,2,majority,4,,1,1,1,1,,0.5,0.5,Share of votes to win 1rst round,1,0.375,50
Chile,1970,2,P-CHL-1970-9-4,4-Sep-70,1970,1970,1,president,1,0,1,Majoritarian,2,majority,30,,1,1,1,1,,0.5,0.5,Share of votes to win 1rst round,1,0.375,50
Chile,1989,2,P-CHL-1989-12-11,11-Dec-89,1989,2013,2,president,1,0,1,Majoritarian,2,majority,4,,1,1,1,1,,0.5,0.5,Share of votes to win 1rst round,1,0.375,50
Chile,1993,2,P-CHL-1993-12-11,11-Dec-93,1989,2013,2,president,1,0,1,Majoritarian,2,majority,4,,1,1,1,1,,0.5,0.5,Share of votes to win 1rst round,1,0.375,50
Chile,1999,2,P-CHL-1999-12-12,12-Dec-99,1989,2013,2,president,1,0,1,Majoritarian,2,majority,4,,1,1,1,1,,0.5,0.5,Share of votes to win 1rst round,1,0.375,50
Chile,2005,2,P-CHL-2005-12-11,11-Dec-05,1989,2013,2,president,1,0,1,Majoritarian,2,majority,4,,1,1,1,1,,0.5,0.5,Share of votes to win 1rst round,1,0.375,50
Chile,2009,2,P-CHL-2009-12-13,13-Dec-09,1989,2013,2,president,1,0,1,Majoritarian,2,majority,4,,1,1,1,1,,0.5,0.5,Share of votes to win 1rst round,1,0.375,50
Chile,2013,2,P-CHL-2013-11-17,17-Nov-13,1989,2013,2,president,1,0,1,Majoritarian,2,majority,4,,1,1,1,1,,0.5,0.5,Share of votes to win 1rst round,1,0.375,50
